training_seed,block_id,target_force_n,fixed_joint_pass,full_joint_pass,difference_joint_pass,fixed_task_success,full_task_success,difference_task_success,fixed_tracking_pass,full_tracking_pass,difference_tracking_pass,fixed_mean_relative_error,full_mean_relative_error,difference_mean_relative_error,fixed_target_normalized_rmse,full_target_normalized_rmse,difference_target_normalized_rmse,fixed_absolute_signed_bias,full_absolute_signed_bias,difference_absolute_signed_bias,fixed_peak_force_n,full_peak_force_n,difference_peak_force_n,fixed_median_planning_ms,full_median_planning_ms,difference_median_planning_ms,fixed_mean_planning_samples,full_mean_planning_samples,difference_mean_planning_samples
201,S1,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2362151719458092,0.17198632861292645,-0.06422884333288276,0.23895261515658678,0.1752630378576398,-0.06368957729894698,0.2362151719458092,0.17198632861292645,-0.06422884333288276,4.450558185577393,4.736361026763916,0.28580284118652344,101.43584600001532,83.42021800012844,-18.015627999886874,128.0,130.67924528301887,2.679245283018872
201,S1,8.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.13672362814573757,0.12519381711819422,-0.011529811027543357,0.15108985260373525,0.14193376273295116,-0.00915608987078409,0.13672362814573757,0.12519381711819422,-0.011529811027543357,7.256906986236572,7.452706336975098,0.1957993507385254,102.17541249997453,76.31310600027064,-25.86230649970389,128.0,116.32280701754387,-11.677192982456134
201,S1,12.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.23161621888478598,0.17285655606410608,-0.0587596628206799,0.24487446991669023,0.19442772606369577,-0.05044674385299447,0.23161621888478598,0.17285655606410608,-0.0587596628206799,9.935564041137695,10.785690307617188,0.8501262664794922,100.23494100005337,81.36147949994665,-18.873461500106714,128.0,125.35746606334841,-2.6425339366515885
201,S2,5.0,1.0,0.0,-1.0,1.0,1.0,0.0,1.0,0.0,-1.0,0.08127938377490747,0.14592933715806372,0.06464995338315625,0.15318836821087053,0.20228696446775563,0.04909859625688509,0.08127938377490747,0.14592933715806372,0.06464995338315625,6.938523292541504,6.985391139984131,0.04686784744262695,100.67580099996576,75.00587100003031,-25.669929999935448,128.0,117.64115432873275,-10.358845671267247
201,S2,8.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.04849381690041277,0.040443351539243166,-0.008050465361169601,0.12466490467537827,0.1253352426117857,0.0006703379364074169,0.04849381690041277,0.040443351539243166,-0.008050465361169601,10.111080169677734,10.612637519836426,0.5015573501586914,101.11753149999458,75.92420899982244,-25.193322500172144,128.0,120.60071513706794,-7.399284862932063
201,S2,12.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.29796806335643283,0.26979752267566787,-0.028170540680764966,0.31362188655480844,0.2913865046337494,-0.02223538192105906,0.29796806335643283,0.26979752267566787,-0.028170540680764966,12.168028831481934,13.158024787902832,0.9899959564208984,101.65360550001878,84.45688200004042,-17.19672349997836,128.0,143.7925925925926,15.792592592592598
202,B0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.10995959773896224,0.11064750037110435,0.0006879026321421067,0.11270033323120983,0.11743708482391249,0.004736751592702662,0.10995959773896224,0.11064750037110435,0.0006879026321421067,4.622183322906494,5.00738525390625,0.38520193099975586,100.09910900043906,76.98089499990601,-23.118214000533044,128.0,115.88385598141696,-12.116144018583043
202,B0,8.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.10377385300314956,0.07853915618576168,-0.02523469681738788,0.13336287597273713,0.11479544584553016,-0.018567430127206977,0.10377385300314956,0.07853915618576168,-0.02523469681738788,7.779207229614258,8.182034492492676,0.40282726287841797,100.80795500016393,76.79610200011666,-24.011853000047267,128.0,116.38009049773756,-11.619909502262445
202,B0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19681520121438156,0.202727969656021,0.005912768441639432,0.2113808864925787,0.21702795764693159,0.005647071154352895,0.19681520121438156,0.202727969656021,0.005912768441639432,11.273262977600098,10.740835189819336,-0.5324277877807617,100.12268400032553,85.7080744999621,-14.41460950036344,128.0,135.26666666666668,7.26666666666668
202,F1,5.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.08261214841288123,0.10574385818046857,0.02313170976758734,0.08695058504820967,0.11002640165041158,0.023075816602201912,0.08261214841288123,0.10574385818046857,0.02313170976758734,4.855987548828125,4.732277870178223,-0.12370967864990234,100.734573000409,75.38043400018068,-25.354139000228315,128.0,113.72822299651568,-14.271777003484317
